item_id,text,annotator_id,label
771,#Brexit: How I See the Future of My Country | About Islam <url> #UK <url>,Ann4,0
88,A significant day to be discussing foreign policy and #Brexit with former Secretary of State Henry Kissinger. <url>,Ann5,0
451,"Suddenly ""minor"" things like the ongoing refugee and migrant crisis take the backstage.. #brexit #EUref  <url>",Ann2,0
461,"Us, foreigners better stop complain and start respect a country's decision. Non of our business. #Brexit #respectdemocracy #PeoplesVoices",Ann4,0
573,"First #Trump and now #Brexit - Canadian Immigration must be bracing for tonnes of applications.

Welcome to Canada, eh!",Ann1,0
451,"Suddenly ""minor"" things like the ongoing refugee and migrant crisis take the backstage.. #brexit #EUref  <url>",Ann5,0
472,Unvetted refugees pouring into Europe was the main reason for UK #Brexit. <user> wants a 550% increase in refugees! NO!! #Trump2016,Ann2,0
211,"And there you have it. Can only hope that the effects on immigration, refugees are minimal. <url>",Ann2,0
346,The <user> on how Leave's immigration promises already collapsing #Brexit <url>,Ann4,0
465,#Brexit wild idea but why not let foreign govs pay for their people abroad.,Ann6,0
25,"UK is divided, its economy is clearly going to go downhill, and its foreign relations with Europe are in shambles. Well done #Brexit!!!!",Ann5,0
532,simple Anglo-American Jurisprudence: foreign governmental bodies are without jurisdiction over the people #Brexit,Ann5,0
579,#BREXIT weather &amp; polls &gt; LEAVE. As in the Feb. 2014 anti-immigration anti #Europe vote in Switzerland 50.3%-49.7% <url>,Ann1,0
582,#Brexit  ISLAM and its followers also one reason made British to leave EU .,Ann4,0
275,As if immigration were like English &amp; US imperialism that crushed cultures &amp; peoples. Stop projecting!  <url>,Ann1,0
432,#BBC put it across the globe that London had Britain's 1st muslim mayor - that was the last straw  <url>,Ann4,0
556,England is like Space 1999 they done blown the moon away from the Earth. They gonna deport the lady with the button eyebrows #Brexit,Ann6,0
695,"Now that #Brexit has worked, I don't want to see a single fucking old person blame foreigners for anything ever again, okay? Cheers.",Ann6,0
319,"FYI world, the ppl of GB supporting #Brexit know if they don't control their own immigration/borders radical Islam will end their lives.",Ann1,0
760,OMG a big big mess outside now : Pro-Refugees VS anti-immigration 🙊 the #Brexit aftermath ✋,Ann3,0
571,Blacks and Moslems don't get along with people of other races and religions in any country. Deport them all. <url>,Ann5,1
175,Im a bloody foreign or immigrant  person this is im call everyday at work but im proud to live here #Brexit all the best,Ann3,0
153,"#Brexit RUN WHILE YOU STILL CAN! FASTER! So not kidding, that muslim mayor is going to tear the pleace down! <url>",Ann3,0
275,As if immigration were like English &amp; US imperialism that crushed cultures &amp; peoples. Stop projecting!  <url>,Ann2,0
387,<user> you are an alien on foreign land people who voted out don't like YOU I never mentioned skin i'm defending aliens like you #Brexit,Ann3,0
435,"Once that refugee cartoon was published, #Brexit ceased to be about ""sovereignty"" and became all about bigotry. True colours.",Ann4,0
397,"<user> EU has got nothing to do with Muslim refugees, wake up, Syria is not in EU. #Brexit #Remain",Ann1,0
715,<user> PLEASE do a vid about #brexit. Too many people think it's a rejection of immigration rather than globalism. Spank em.,Ann3,1
348,"RT <user>: Pro #Brexit types seem to be saying that their victory will not be complete until ""the Muslim threat"" is stopped. We are back…",Ann6,0
286,Those complaining abt y the brits made immigration an issue shd examine y ther's immigration in the 1st place#Brexit <user>,Ann4,0
427,If Iceland beats Eng will they ban Led Zeps immigrant song from being played on British radio?. #Brexit,Ann6,0
331,gud news for paki bastards-India is now a member of MTCR.Now v hope predator drones to fuck pakistanis' asshole haha <url>,Ann4,1
635,"#Brexit  means ""we can deport people"" says Daniel Hamman #bbcnewsnight so presumably this means the same in #Spain &amp; rest of #EuropeanUnion",Ann6,0
243,"THIS!!!
Official German Foreign Office tweet.
#EUref #Brexit 🇩🇪🇬🇧🇪🇺
<url> <url>",Ann3,0
567,"This hijab selfie app is fun.

#Brexit <url>",Ann2,0
586,"After #Brexit #UK can deport #radical #Islam #muslim ""#clerics"" (AKA #isis recruiters #terrorists) #EU ""#humanright "" except for natives",Ann1,1
317,<user> what does #Brexit teach us Immigration is the key! Young Voters voting &amp; <user> is shocked because leave is better than polls,Ann1,0
171,"According to Humphrey and Yes, Minister #Brexit has always been UK foreign policy:
<url>",Ann5,0
596,"#EURef 
White people saying #Brexit is 'racist' when #EU is institutionally racist mad for 'whites' is as daft as saying muslim is a 'race'",Ann1,0
273,RT <user>: You would have to insane to vote remain. Do not give our country away to foreign corporate mobsters. VOTE LEAVE. <url>,Ann6,0
519,"Richard Walton Ex Police Counter Terrorism ""EU irrelevant in terms of our counter terrorism endeavour"".

Another nail in Stay Coffin #Brexit",Ann1,0
445,"In retrospect, this should probably have mentioned terrorist in it somewhere #brexit #notinmyname <url>",Ann3,0
108,"My lefty marxist cousin says he's going to Australia now because of #Brexit

You know the country with a points based immigration system :/",Ann5,0
771,#Brexit: How I See the Future of My Country | About Islam <url> #UK <url>,Ann3,0
187,"RT <user>: Has anyone renewed the ""too many foreign players in the EPL hurting the national team"" argument yet &amp; how this will now help?…",Ann6,0
710,£ at 30 year low against $ but hey at least we'll have fewer foreign fruit pickers #Brexit,Ann4,1
514,When the German Foreign Office has the best one-liner THEN you know there's too much change in one day. #Brexit <url>,Ann6,0
368,"Four out of ten people believe that Brexit WON'T affect immigration <url> via <url>
Knobheads #Brexit",Ann6,0
725,"Oh great, that should make Europe's slide into Islam just that much easier. why don't you just shoot yourselves now. <url>",Ann6,1
317,<user> what does #Brexit teach us Immigration is the key! Young Voters voting &amp; <user> is shocked because leave is better than polls,Ann6,0
110,"Leave voters have been lied to- &amp; they will be angry. Pro-brexit Tories are free-marketeers, not anti-immigration <url>",Ann2,0
